,TITLE,REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,LATITUDE,LONGITUDE,REPORT_DATE,REPORT_COUNT,URL
2088,Frontier Park Trail,Puget Sound and Islands,,,,,0.0,0,47.060645,-122.295667,,0,https://www.wta.org/go-hiking/hikes/frontier-park-trail
2089,Puget Creek Natural Area,Puget Sound and Islands,0.91,trails,260.0,,0.0,0,47.275868,-122.488356,2021-02-07,3,https://www.wta.org/go-hiking/hikes/puget-creek-natural-area
2090,Oak Tree Park,Puget Sound and Islands,0.63,trails,75.0,,0.0,0,47.189649,-122.476217,,0,https://www.wta.org/go-hiking/hikes/oak-tree-park
2091,South Hill Loop Trail,Puget Sound and Islands,1.0,roundtrip,,,0.0,0,47.1263448132,-122.314589024,,0,https://www.wta.org/go-hiking/hikes/south-hill-loop-trail
2092,Parkland Prairie,Puget Sound and Islands,0.5,trails,,,0.0,0,47.139072,-122.442649,2020-12-22,1,https://www.wta.org/go-hiking/hikes/parkland-prairie
2093,Wright Park,Puget Sound and Islands,0.9,roundtrip,,,0.0,0,47.26018,-122.449131,2020-05-24,1,https://www.wta.org/go-hiking/hikes/wright-park
2094,Wapato Lake Park,Puget Sound and Islands,0.9,roundtrip,,,0.0,0,47.192488,-122.455396,2021-01-23,1,https://www.wta.org/go-hiking/hikes/wapato-lake-park
2095,Wapato Hills Park,Puget Sound and Islands,2.34,trails,200.0,,0.0,0,47.199365,-122.468046,,0,https://www.wta.org/go-hiking/hikes/wapato-hills-park
2096,Julia's Gulch Park,Puget Sound and Islands,0.9,trails,150.0,,0.0,0,47.2714656762,-122.371274829,,0,https://www.wta.org/go-hiking/hikes/julias-gulch-park
2097,Nathan Chapman Memorial Trail,Puget Sound and Islands,0.6,one-way,,,0.0,0,47.128385,-122.314623,,0,https://www.wta.org/go-hiking/hikes/nathan-chapman-memorial-trail
2098,Custer's Bridge - Middle Tiger Loop,Issaquah Alps,11.0,roundtrip,1600.0,2607.0,0.0,0,47.4683087268,-121.936281547,2020-11-21,7,https://www.wta.org/go-hiking/hikes/custers-bridge-middle-tiger-loop
2099,Mount Spokane State Park - Snowshoe Summit Route,Eastern Washington,4.0,roundtrip,1328.0,5883.0,0.0,0,47.9046829956,-117.102713585,2019-10-30,9,https://www.wta.org/go-hiking/hikes/mount-spokane-state-park-snowshoe-summit-route
2100,Longmire to Paradise,Mount Rainier Area,12.0,roundtrip,2700.0,3600.0,4.25,4,46.7497,-121.8106,2020-12-24,27,https://www.wta.org/go-hiking/hikes/longmire-to-paradise
2101,Squak Mountain Traverse,Issaquah Alps,7.8,one-way,1650.0,2025.0,0.0,0,47.5066785649,-122.08666563,2021-01-04,7,https://www.wta.org/go-hiking/hikes/squak-mountain-traverse
2102,Kanaskat-Palmer State Park,Puget Sound and Islands,3.0,roundtrip,,,4.25,4,47.3183845048,-121.900520325,2021-04-10,30,https://www.wta.org/go-hiking/hikes/kanasket-palmer-state-park
2103,Cape Disappointment State Park - McKenzie Head,Southwest Washington,0.4,roundtrip,200.0,200.0,0.0,0,46.2856782242,-124.063153841,2020-06-14,2,https://www.wta.org/go-hiking/hikes/mckenzie-head
2104,Longmire to South Puyallup River,Mount Rainier Area,12.0,one-way,4200.0,5600.0,0.0,0,46.7539756365,-121.812887487,2020-09-06,7,https://www.wta.org/go-hiking/hikes/longmire-to-south-puyallup-river
2105,Golden Gate Loop,Mount Rainier Area,4.0,roundtrip,1160.0,6400.0,4.5,4,46.7862813784,-121.736173868,2020-09-24,22,https://www.wta.org/go-hiking/hikes/golden-gate-loop
2106,Mount Spokane State Park - Nordic Trails,Eastern Washington,,,,5129.0,0.0,0,47.9036483536,-117.099243812,2017-07-19,4,https://www.wta.org/go-hiking/hikes/mount-spokane-nordic-trails
2107,Tolmie State Park - Four Cedars Trail,Puget Sound and Islands,1.98,roundtrip,200.0,225.0,4.0,6,47.1204398039,-122.777047958,2021-03-27,67,https://www.wta.org/go-hiking/hikes/4-cedars-trail
2108,Capitol State Forest - Porter Trail,Olympic Peninsula,26.0,roundtrip,400.0,2050.0,0.0,0,46.9774035181,-123.257468983,2018-09-02,1,https://www.wta.org/go-hiking/hikes/capitol-state-forest-porter-trail
2109,Capitol State Forest - Bob Bammert Grove Loop,Olympic Peninsula,1.1,roundtrip,300.0,560.0,0.0,0,46.896891,-123.095249,2021-02-28,17,https://www.wta.org/go-hiking/hikes/bob-bammert-grove-trail
2110,Lewis and Clark State Park,Southwest Washington,2.0,roundtrip,125.0,525.0,4.0,1,46.5221050697,-122.814040002,2021-01-09,3,https://www.wta.org/go-hiking/hikes/lewis-and-clark-state-park
2111,Mount Spokane - Trail 110/140 Loop,Eastern Washington,6.0,roundtrip,1100.0,5000.0,0.0,0,47.885082,-117.083312,2020-12-29,11,https://www.wta.org/go-hiking/hikes/trail-110-140-loop
2112,Discovery Park Loop Trail,Puget Sound and Islands,2.8,roundtrip,140.0,325.0,3.61,36,47.6576099,-122.4064794,2021-04-10,147,https://www.wta.org/go-hiking/hikes/discovery-park-loop-trail
2113,Beacon Rock State Park - River To Rock Trail,Southwest Washington,1.0,roundtrip,200.0,280.0,0.0,0,45.6213975269,-122.023343182,2021-04-17,9,https://www.wta.org/go-hiking/hikes/river-to-rock-trail
2114,Black Hole Falls,South Cascades,10.4,roundtrip,2200.0,1532.0,0.0,0,45.97899,-122.25488,2021-01-31,15,https://www.wta.org/go-hiking/hikes/black-hole-falls-hike
2115,Riverside State Park - Bowl and Pitcher Snowshoe,Eastern Washington,6.0,roundtrip,500.0,,5.0,1,47.696439,-117.4950129,2019-05-27,4,https://www.wta.org/go-hiking/hikes/riverside-state-park-bowl-and-pitcher-snowshoe
2116,Narada Falls,Mount Rainier Area,0.2,roundtrip,100.0,4650.0,3.75,8,46.77522,-121.74604,2021-03-21,86,https://www.wta.org/go-hiking/hikes/narada-falls
2117,Mount Spokane State Park - Mount Kit Carson Trail,Eastern Washington,7.5,roundtrip,1500.0,5282.0,4.0,2,47.8882418,-117.1248991,2020-06-28,27,https://www.wta.org/go-hiking/hikes/mount-spokane-state-park-mount-kit-carson-trail
2118,Mud Mountain Dam - River Trail,Mount Rainier Area,7.0,roundtrip,150.0,1300.0,0.0,0,47.1447,-121.9332,2021-04-16,8,https://www.wta.org/go-hiking/hikes/mud-mountain-dam-river-trail
2119,Sun Lakes-Dry Falls State Park - Deep Lake,Central Washington,15.0,trails,,,4.0,1,47.5969384513,-119.398877621,2020-12-27,19,https://www.wta.org/go-hiking/hikes/caribou-trail-sun-lakes-dry-falls
2120,Myrtle Falls,Mount Rainier Area,0.8,roundtrip,,,3.0,3,46.7861269505,-121.735913157,2020-10-24,29,https://www.wta.org/go-hiking/hikes/myrtle-falls
2121,McKinley Park,Puget Sound and Islands,1.32,trails,260.0,,0.0,0,47.2335972307,-122.424790263,,0,https://www.wta.org/go-hiking/hikes/mckinley-park
2122,Capitol State Forest - Waddell Basin West,Olympic Peninsula,9.22,one-way,,,0.0,0,46.9390981462,-123.077538013,2019-09-01,5,https://www.wta.org/go-hiking/hikes/waddell-basin-west
2123,Steptoe Butte State Park Heritage Site,Eastern Washington,,,,3612.0,5.0,2,47.032299,-117.296736,2021-04-03,2,https://www.wta.org/go-hiking/hikes/steptoe-butte-state-park-heritage-site
2125,Golden Gardens Park,Puget Sound and Islands,2.5,roundtrip,300.0,300.0,3.67,6,47.6905593794,-122.398383915,2021-03-01,19,https://www.wta.org/go-hiking/hikes/golden-gardens-park
2126,Mud Mountain Dam – Vista Trail,Mount Rainier Area,0.6,roundtrip,260.0,1300.0,0.0,0,47.1431721,-121.9331306,2019-10-06,1,https://www.wta.org/go-hiking/hikes/mud-mountain-dam-vista-trail
2127,South Fork Hoh River - Big Flat,Olympic Peninsula,7.0,roundtrip,150.0,850.0,2.67,9,47.7992833333,-123.95445,2021-03-12,39,https://www.wta.org/go-hiking/hikes/south-fork-hoh-river
2128,Seaquest State Park - Silver Lake,South Cascades,3.0,roundtrip,100.0,4390.0,2.2,5,46.2959275085,-122.817635087,2020-12-22,22,https://www.wta.org/go-hiking/hikes/seaquest-state-park-silver-lake
2129,Capitol State Forest - Sherman Creek Loop,Olympic Peninsula,7.8,roundtrip,800.0,1150.0,3.67,9,46.9385720895,-123.130044937,2020-06-09,45,https://www.wta.org/go-hiking/hikes/sherman-creek
2130,Silent Swamp Loop,Issaquah Alps,8.8,roundtrip,600.0,1780.0,3.12,8,47.46831144655908,-121.93620443344116,2021-01-26,36,https://www.wta.org/go-hiking/hikes/silent-swamp
2131,Seeley Lake Park,Puget Sound and Islands,1.3,roundtrip,,,1.5,2,47.173475,-122.5078091,2020-06-27,11,https://www.wta.org/go-hiking/hikes/seeley-lake-park
2132,Section Line Trail,Issaquah Alps,5.8,roundtrip,2022.0,2522.0,3.0,7,47.5252038194,-122.026111382,2021-04-22,226,https://www.wta.org/go-hiking/hikes/section-line-trail
2133,Seattle View Trail,Issaquah Alps,1.2,roundtrip,,,2.5,4,47.4840491975,-121.976076812,2021-04-22,14,https://www.wta.org/go-hiking/hikes/seattle-view-trail
2134,Shellrock Lake,South Cascades,10.0,roundtrip,1900.0,5930.0,3.0,5,46.6438449791,-121.380068511,2020-07-18,24,https://www.wta.org/go-hiking/hikes/shellrock-lake
2135,Queets Campground Loop,Olympic Peninsula,2.8,roundtrip,50.0,300.0,3.5,6,47.6164166667,-124.032066667,2021-01-16,15,https://www.wta.org/go-hiking/hikes/sams-river
2136,Coal Mines Trail,Snoqualmie Region,4.7,one-way,453.0,2375.0,0.0,0,47.1961347877,-120.94428381,2021-03-25,31,https://www.wta.org/go-hiking/hikes/coal-mines-trail-cle-elum
2138,Coal Mine,Issaquah Alps,0.2,roundtrip,,,3.25,4,47.5119000385,-122.056268156,2021-01-14,22,https://www.wta.org/go-hiking/hikes/coal-mine
2139,Cold Creek Loop via Tinkham and Silver Peaks,Snoqualmie Region,8.0,roundtrip,2600.0,4500.0,3.62,8,47.366011,-121.4199016,2021-01-22,126,https://www.wta.org/go-hiking/hikes/cold-creek
2140,Cispus Braille Trail,South Cascades,0.6,roundtrip,80.0,1388.0,2.75,4,46.4387166667,-121.8526,2021-01-18,7,https://www.wta.org/go-hiking/hikes/cispus-braille
2141,Chinook Pass Snowshoe,Mount Rainier Area,,,,,3.25,4,46.8969508496,-121.432296757,2020-12-24,10,https://www.wta.org/go-hiking/hikes/chinook-pass
2142,Coal Pass Snowshoe,North Cascades,10.0,roundtrip,2400.0,4500.0,2.5,2,48.8380545798,-121.904416904,2020-03-14,5,https://www.wta.org/go-hiking/hikes/coal-pass
2143,Church Lake,North Cascades,,,,,4.0,3,48.956724844,-121.852574928,2020-07-25,7,https://www.wta.org/go-hiking/hikes/church-lake
2144,Conboy Lake National Wildlife Refuge,South Cascades,2.0,roundtrip,,1875.0,3.0,1,45.9731208791,-121.341934204,2021-02-26,10,https://www.wta.org/go-hiking/hikes/conboy-lake-national-wildlife-refuge
2145,Colonel Bob Trail - Colonel Bob Peak,Olympic Peninsula,14.0,roundtrip,4292.0,4492.0,4.0,1,47.4974011058,-123.793215752,2020-12-05,47,https://www.wta.org/go-hiking/hikes/colonel-bob-trail-colonel-bob-peak
2146,Clayton Beach,Puget Sound and Islands,,,,,3.33,3,48.6384105007,-122.479534149,2021-03-11,21,https://www.wta.org/go-hiking/hikes/clayton-beach
2147,Chihuly Trail,Central Cascades,,,,,3.5,2,47.5502108783,-120.686715469,2015-04-01,2,https://www.wta.org/go-hiking/hikes/chihuly-trail
2148,Church Creek,Olympic Peninsula,6.4,roundtrip,2300.0,3200.0,3.0,5,47.4240136,-123.5196347,2021-02-21,53,https://www.wta.org/go-hiking/hikes/church-creek
2149,Cheshiahud Lake Union Loop,Puget Sound and Islands,6.0,roundtrip,,,3.67,6,47.645961778,-122.336196899,2020-11-28,40,https://www.wta.org/go-hiking/hikes/chesiahud-lake-union-loop
2150,Chelan Summit,North Cascades,38.0,one-way,6500.0,,3.67,3,48.1070573143,-120.338509083,2020-10-01,25,https://www.wta.org/go-hiking/hikes/chelan-summit-1261
2151,Chadwick Hill,Puget Sound and Islands,,,,,5.0,1,48.4297700777,-122.817363739,2019-08-25,7,https://www.wta.org/go-hiking/hikes/chadwick-hill
2152,Central Peak,Issaquah Alps,6.6,roundtrip,,2025.0,3.1,10,47.4817453011,-122.053178251,2021-04-07,195,https://www.wta.org/go-hiking/hikes/central-peak
2153,Captain William Clark Regional Park at Cottonwood Beach - Dike Trail,Southwest Washington,6.0,roundtrip,,,1.0,1,45.5669055,-122.3371104,2019-08-11,3,https://www.wta.org/go-hiking/hikes/captain-william-clark-regional-park-at-cottonwood-beach-dike-trail
2154,Cascade Trail,Puget Sound and Islands,22.5,one-way,60.0,230.0,2.5,2,48.517885,-122.20873,2021-04-19,17,https://www.wta.org/go-hiking/hikes/cascade-trail
2156,Camp Long,Puget Sound and Islands,1.6,roundtrip,240.0,350.0,3.57,7,47.5554075648,-122.375319958,2020-10-03,18,https://www.wta.org/go-hiking/hikes/camp-long
2157,Cattle Point Lighthouse,Puget Sound and Islands,0.5,roundtrip,25.0,25.0,5.0,1,48.4535703905,-122.963447571,2021-04-04,11,https://www.wta.org/go-hiking/hikes/cattle-point-lighthouse
2158,Canyon Lake Community Forest,North Cascades,7.5,roundtrip,2400.0,,5.0,1,48.829696028,-122.062869072,2019-08-28,15,https://www.wta.org/go-hiking/hikes/canyon-lake-community-forest
2159,CCC Road: Blowout Creek Trailhead,Snoqualmie Region,7.0,roundtrip,620.0,1520.0,2.14,7,47.5158833333,-121.613416667,2021-04-16,101,https://www.wta.org/go-hiking/hikes/ccc-road-blowout-creek-trailhead
2160,Candy Point Trail,Central Washington,1.5,roundtrip,700.0,,0.0,0,47.96875,-118.985199,2019-03-23,5,https://www.wta.org/go-hiking/hikes/candy-point-trail
2162,Cave Hole,Issaquah Alps,2.4,roundtrip,,,3.33,6,47.5344802804,-122.128499374,2021-04-05,167,https://www.wta.org/go-hiking/hikes/cave-hole
2163,Camp Creek Falls,South Cascades,0.6,roundtrip,40.0,1360.0,3.5,4,46.448709,-121.835455,2021-04-10,9,https://www.wta.org/go-hiking/hikes/camp-creek-falls
2164,Burnt Bridge Creek Greenway Trail,Southwest Washington,16.2,roundtrip,200.0,310.0,4.0,1,45.6359179,-122.580157,2018-08-02,2,https://www.wta.org/go-hiking/hikes/burnt-bridge-creek-trail
2165,Buckhorn Mountain,Olympic Peninsula,13.5,roundtrip,988.0,6988.0,4.8,5,47.8267556911,-123.116569519,2020-12-12,126,https://www.wta.org/go-hiking/hikes/buckhorn-mountain
2166,Lewis Peak,North Cascades,,,,5608.0,0.0,0,48.00543,-121.46279,2016-09-11,1,https://www.wta.org/go-hiking/hikes/lewis-peak
2167,Finney Peak,North Cascades,,,,5087.0,0.0,0,48.3807,-121.7457,2020-07-31,3,https://www.wta.org/go-hiking/hikes/finney-peak
2168,Buttermilk Ridge,North Cascades,,,,8272.0,0.0,0,48.266579,-120.435641,2017-07-08,1,https://www.wta.org/go-hiking/hikes/buttermilk-ridge
2169,Lamont Mountain,North Cascades,,,,8087.0,0.0,0,48.501223,-120.517311,2017-07-01,1,https://www.wta.org/go-hiking/hikes/lamont-mountain
2170,Wyeth,Southwest Washington,7.3,one-way,4000.0,4100.0,0.0,0,45.6892716004,-121.771155836,1998-04-20,1,https://www.wta.org/go-hiking/hikes/wyeth
2171,Schmitz Preserve Park,Puget Sound and Islands,1.7,roundtrip,220.0,325.0,3.29,7,47.5776070216,-122.402272574,2021-04-04,35,https://www.wta.org/go-hiking/hikes/schmitz-preserve-park
2172,Ruston Way,Puget Sound and Islands,7.0,roundtrip,,,4.33,3,47.2751018063,-122.461439967,2020-03-21,15,https://www.wta.org/go-hiking/hikes/ruston-way
2173,Cadet Peak,North Cascades,16.0,roundtrip,5000.0,7186.0,0.0,0,47.985408,-121.348735,2020-07-11,4,https://www.wta.org/go-hiking/hikes/cadet-peak
2175,Volcano View Trail,South Cascades,1.6,roundtrip,400.0,,2.0,1,46.1035365,-122.2159846,2019-05-24,12,https://www.wta.org/go-hiking/hikes/volcano-view-trail
2176,Spada Lake - Culmback Dam,Central Cascades,1.0,roundtrip,150.0,,3.0,2,47.9753812,-121.6865081,2020-08-09,20,https://www.wta.org/go-hiking/hikes/spada-lake-culmback-dam
2179,High Hut Snowshoe,Mount Rainier Area,7.8,roundtrip,2400.0,4800.0,4.17,6,46.6998034775,-121.99247919,2021-04-13,114,https://www.wta.org/go-hiking/hikes/high-hut-snowshoe
2180,Dishman Hills Conservation Area - Glenrose,Eastern Washington,5.48,roundtrip,1575.0,2940.0,0.0,0,47.6210486728,-117.314908084,2021-03-21,8,https://www.wta.org/go-hiking/hikes/dishman-hills-conservation-area-glenrose
2181,Dishman Hills Conservation Area - Rocks of Sharon,Eastern Washington,3.3,roundtrip,800.0,3400.0,3.67,3,47.5720091785,-117.289738655,2021-03-01,49,https://www.wta.org/go-hiking/hikes/dishman-hills-conservation-area-rocks-of-sharon
2182,Dishman Hills Natural Area - Goldback Springs,Eastern Washington,2.6,one-way,800.0,,0.0,0,47.6529346432,-117.28913784,2020-03-27,2,https://www.wta.org/go-hiking/hikes/dishman-hills-natural-area-goldback-springs
2183,Purcell Mountain Trail,South Cascades,16.2,roundtrip,4542.0,5442.0,3.0,1,46.5334095551,-121.838403274,2020-08-09,5,https://www.wta.org/go-hiking/hikes/purcell-mountain-trail-284
2184,Cochrane Memorial Park,Olympic Peninsula,,,,,0.0,0,46.937413,-122.610183,2017-05-04,2,https://www.wta.org/go-hiking/hikes/cochrane-memorial-park
2185,Mill Town Trail,Puget Sound and Islands,6.8,one-way,85.0,90.0,3.0,1,47.9777388,-122.2196111,2020-12-27,14,https://www.wta.org/go-hiking/hikes/mill-town-trail
2186,Mitchell Point,Southwest Washington,2.6,roundtrip,1200.0,1533.0,0.0,0,45.7028525808,-121.618609428,2019-04-27,3,https://www.wta.org/go-hiking/hikes/mitchell-point
2187,Bertha May and Granite Lakes,South Cascades,3.0,roundtrip,900.0,4400.0,5.0,6,46.705,-121.9319,2021-01-01,57,https://www.wta.org/go-hiking/hikes/bertha-may-and-granite-lakes
2188,Mill Gulch Trail,Snoqualmie Region,5.2,roundtrip,900.0,3600.0,0.0,0,47.2562432672,-120.709539056,2020-05-03,1,https://www.wta.org/go-hiking/hikes/mill-gulch-trail
2189,Mudhole Lake,North Cascades,8.5,roundtrip,4000.0,6550.0,0.0,0,48.5792,-120.4787,2020-07-12,2,https://www.wta.org/go-hiking/hikes/mudhole-lake
2190,Umatilla Rim Trail,Eastern Washington,13.5,one-way,2050.0,4450.0,0.0,0,45.7066400633,-118.037723601,2020-09-20,2,https://www.wta.org/go-hiking/hikes/umatilla-rim-trail
2191,Spacing Study Trail,South Cascades,0.4,roundtrip,,,0.0,0,45.8857034973,-121.960122288,2017-07-26,1,https://www.wta.org/go-hiking/hikes/spacing-study-trail
2192,Blue Lake Creek,South Cascades,4.8,roundtrip,2100.0,4000.0,3.5,10,46.403733453,-121.735823555,2020-09-05,24,https://www.wta.org/go-hiking/hikes/blue-lake-creek
2194,South Fork Walla Walla River,Eastern Washington,39.2,roundtrip,2885.0,5000.0,0.0,0,45.830492051,-118.169653416,2020-10-22,9,https://www.wta.org/go-hiking/hikes/south-fork-walla-walla-river
2195,Middle Point Ridge,Eastern Washington,8.0,roundtrip,2648.0,5724.0,0.0,0,46.1359,-117.808667,2021-01-31,22,https://www.wta.org/go-hiking/hikes/middle-point-ridge
2200,Louie Trail,South Cascades,,,,,2.25,4,46.5701905676,-120.311279297,2015-03-21,2,https://www.wta.org/go-hiking/hikes/louie-trail
2203,Main Fork Dosewallips River,Olympic Peninsula,,,,,4.71,7,47.7377533117,-123.176376326,2021-03-30,52,https://www.wta.org/go-hiking/hikes/main-fork-dosewallips-river
2207,Langfield Falls,South Cascades,,,,,3.6,5,46.099,-121.720075,2020-08-01,4,https://www.wta.org/go-hiking/hikes/langfield-falls
2219,Little Kachess,Snoqualmie Region,,,,,3.0,5,47.3592925087,-121.248550415,2019-12-29,22,https://www.wta.org/go-hiking/hikes/little-kachess
2222,Kelley Creek,Central Cascades,,,,,3.25,4,47.7323166667,-121.207916667,2020-09-12,28,https://www.wta.org/go-hiking/hikes/kelley-creek
2224,Kindy Creek,North Cascades,,,,,2.5,4,48.4696776688,-121.239452362,2021-04-14,8,https://www.wta.org/go-hiking/hikes/kindy-creek
2226,Millwood Interurban Trail,Eastern Washington,1.0,roundtrip,,,0.0,0,47.6858168826,-117.293343544,2019-08-24,1,https://www.wta.org/go-hiking/hikes/millwood-interurban-trail
2227,Sourdough Creek,North Cascades,3.5,roundtrip,600.0,1780.0,0.0,0,48.7187331328,-121.11801669,2020-10-04,23,https://www.wta.org/go-hiking/hikes/sourdough-creek
2228,Bonaparte Trail,Eastern Washington,11.0,roundtrip,2700.0,7250.0,0.0,0,48.812851,-119.123565,2020-10-25,17,https://www.wta.org/go-hiking/hikes/bonaparte-lake-trail
2229,Llandover Woods Greenspace,Puget Sound and Islands,0.7,roundtrip,60.0,170.0,4.0,1,47.7341137596,-122.361925989,2021-02-03,13,https://www.wta.org/go-hiking/hikes/llandover-woods-greenspace
2230,Antoine Peak Conservation Area - Summit Loop,Eastern Washington,5.5,roundtrip,600.0,,0.0,0,47.7188430679,-117.196732387,2021-03-03,21,https://www.wta.org/go-hiking/hikes/antoine-peak-conservation-area-summit-loop
2231,Maidenhair Falls,Olympic Peninsula,1.0,roundtrip,,,4.25,4,47.4480045812,-123.552700728,2021-01-25,20,https://www.wta.org/go-hiking/hikes/maidenhair-falls
2232,North Fork Quinault River and Halfway House,Olympic Peninsula,10.2,roundtrip,300.0,800.0,3.11,9,47.5757,-123.64815,2021-04-14,82,https://www.wta.org/go-hiking/hikes/north-fork-quinault-river-halfway-house
2233,Columbia Breaks Fire Interpretive Trail,North Cascades,0.5,roundtrip,,,3.0,1,47.694587,-120.209132,2019-08-20,5,https://www.wta.org/go-hiking/hikes/columbia-breaks-fire-interprative-trail
2234,South Hill Bluff,Eastern Washington,23.0,trails,350.0,2340.0,0.0,0,47.628567,-117.429667,2021-01-23,6,https://www.wta.org/go-hiking/hikes/south-hill-bluff
2237,Pickhandle Gap Loop,Mount Rainier Area,8.0,roundtrip,2000.0,6200.0,0.0,0,46.936931162,-121.469237208,2020-08-25,27,https://www.wta.org/go-hiking/hikes/pickhandle-gap-loop
2238,Chopaka Lake,North Cascades,,,,,5.0,1,48.917063353,-119.702148618,2019-10-13,1,https://www.wta.org/go-hiking/hikes/chopaka-lake
2240,Burnt Bridge Creek - Middle Section,Southwest Washington,7.6,roundtrip,120.0,,0.0,0,45.634499,-122.6150354,,0,https://www.wta.org/go-hiking/hikes/burnt-creek-bridge-middle-section
2241,Burnt Bridge Creek - Eastern Section,Southwest Washington,3.6,roundtrip,20.0,,0.0,0,45.6359179,-122.580157,2021-04-22,3,https://www.wta.org/go-hiking/hikes/burnt-creek-bridge-eastern-section
2242,Lacamas Park - Round Lake to Lower Falls,Southwest Washington,3.4,roundtrip,190.0,200.0,4.67,3,45.6039446,-122.4071275,2021-03-13,10,https://www.wta.org/go-hiking/hikes/lacamas-park-round-lake-to-lower-falls
2243,Burnt Bridge Creek - Stewart Glen Section,Southwest Washington,2.6,roundtrip,,50.0,0.0,0,45.6733026,-122.6902811,2021-01-29,3,https://www.wta.org/go-hiking/hikes/burnt-bridge-creek-stewart-glen-section
2244,Swauk Meadows Snowshoe,Central Cascades,6.7,roundtrip,,,2.5,2,47.3314716878,-120.611922741,2021-03-06,10,https://www.wta.org/go-hiking/hikes/swauk-meadows-snowshoe
2245,Taylor Mountain - Carey Creek Trail,Issaquah Alps,1.47,one-way,,,0.0,0,47.4147468186,-121.925703002,2021-04-10,7,https://www.wta.org/go-hiking/hikes/carey-creek-taylor-mountain
2246,Redmond Ridge Trail,Puget Sound and Islands,4.34,one-way,,,0.0,0,47.6919990662,-122.033922672,2018-08-08,1,https://www.wta.org/go-hiking/hikes/redmond-ridge-trail
2247,Oakes Peak Snowshoe,North Cascades,18.0,roundtrip,5000.0,4400.0,4.0,1,48.5889852115,-121.391201019,2021-01-23,10,https://www.wta.org/go-hiking/hikes/oakes-peak
2248,Grass Lake Nature Park,Olympic Peninsula,1.3,roundtrip,,,2.0,1,47.0532129232,-122.960153818,2018-06-25,3,https://www.wta.org/go-hiking/hikes/grass-lake-nature-park
2249,Dirtyface Ridge Snowshoe,Central Cascades,1.5,roundtrip,400.0,,0.0,0,47.8087921561,-120.714752222,2021-02-20,11,https://www.wta.org/go-hiking/hikes/dirty-face-ridge-snowshoe
2251,Sperry Peak,North Cascades,6.4,roundtrip,3800.0,6120.0,0.0,0,48.0249788015,-121.477911472,2020-08-29,3,https://www.wta.org/go-hiking/hikes/sperry-peak
2252,King Sisters Preserve,Puget Sound and Islands,1.4,roundtrip,59.0,135.0,0.0,0,48.5292218131,-123.098913466,,0,https://www.wta.org/go-hiking/hikes/king-sisters-preserve
2253,Briggs Lake,Puget Sound and Islands,3.75,roundtrip,375.0,340.0,0.0,0,48.5981966776,-123.13157044,2020-11-07,3,https://www.wta.org/go-hiking/hikes/briggs-lake
2254,Anacortes Community Forest Lands - Big Beaver Pond,Puget Sound and Islands,2.5,roundtrip,175.0,450.0,3.0,1,48.4915827723,-122.636346152,2021-03-09,33,https://www.wta.org/go-hiking/hikes/big-beaver-pond
2255,Guemes Channel and Ship Harbor,Puget Sound and Islands,3.2,roundtrip,100.0,110.0,0.0,0,48.5037476967,-122.670338661,2021-04-19,7,https://www.wta.org/go-hiking/hikes/guemes-channel-and-ship-harbor
2256,Lava Canyon,South Cascades,5.0,roundtrip,1600.0,2800.0,3.94,18,46.1654,-122.08895,2020-09-26,94,https://www.wta.org/go-hiking/hikes/lava-canyon
2257,Big Tree Ridge,Issaquah Alps,4.2,roundtrip,1340.0,1430.0,3.5,6,47.5470042385,-122.070501556,2021-04-11,88,https://www.wta.org/go-hiking/hikes/big-tree-ridge
2258,Marckworth Forest,Snoqualmie Region,,,530.0,760.0,3.0,3,47.7753615922,-121.849244535,2021-03-16,35,https://www.wta.org/go-hiking/hikes/marckworth-forest
2259,Hoh River Trail to Blue Glacier,Olympic Peninsula,37.0,roundtrip,3700.0,4300.0,4.9,10,47.8594905,-123.9343548,2021-04-11,93,https://www.wta.org/go-hiking/hikes/hoh-river-blue-glacier
2260,White River Trail - Auburn,Puget Sound and Islands,2.5,one-way,,,0.0,0,47.269751258,-122.221312523,2021-04-04,3,https://www.wta.org/go-hiking/hikes/white-river-trail-auburn
2261,Blyth Park,Puget Sound and Islands,,,,,0.0,0,47.75060670028261,-122.2083842754364,2020-12-20,5,https://www.wta.org/go-hiking/hikes/blyth-park
2262,Riser Lake Loop,North Cascades,3.75,roundtrip,403.0,2603.0,0.0,0,48.48216515,-120.137285422,2020-02-10,2,https://www.wta.org/go-hiking/hikes/riser-lake-loop
2263,Beckler Peak,Central Cascades,7.6,roundtrip,2240.0,5026.0,4.51,67,47.72425585866461,-121.26670360565188,2021-04-10,674,https://www.wta.org/go-hiking/hikes/beckler-peak
2264,White Pass to Chinook Pass,South Cascades,28.0,one-way,2200.0,,4.0,6,46.8745093165,-121.517028809,2020-09-25,82,https://www.wta.org/go-hiking/hikes/white-pass-chinook-pass-pct-200
2265,Cedar River Trail,Puget Sound and Islands,17.4,one-way,820.0,600.0,3.67,9,47.50003955,-122.214918137,2021-04-10,39,https://www.wta.org/go-hiking/hikes/cedar-river-trail
2266,North Mountain Lookout,North Cascades,2.5,roundtrip,,3956.0,4.67,3,48.308812502,-121.611124993,2021-04-17,43,https://www.wta.org/go-hiking/hikes/north-mountain-lookout
