,Unnamed: 0,title,Unnamed: 2,riding area,rating,distance,descent,climb,popularity_score
69,,running-cedar-trail,,Brumley Nature Preserve,,"2,346 ft",-12 ft,22 ft,0
70,,bluff-mountain-trail---west,,Doughton Recreation Area,,3 miles,-287 ft,653 ft,0
71,,a-t--side-trails--betty-creek-gap-side-trail,,Appalachian Trail Corridor (NC),,"1,033 ft",-6 ft,16 ft,0
72,,buffalo-spur,,West Point on the Eno,,"1,010 ft",-7 ft,6 ft,0
73,,entrance-road,,Moses H. Cone Memorial Park,,"3,320 ft",,129 ft,0
74,,horseridge-trail,,South Mountain State Park,,4 miles,-344 ft,723 ft,0
75,,falls-lake--swamp-connection---21,,Durham,,"5,043 ft",-27 ft,5 ft,0
76,,blue-blazed,,Wake Forest,,"2,841 ft",-91 ft,20 ft,0
77,,boogerman-trail,,,,4 miles,-679 ft,"1,017 ft",0
78,,sunkota-ridge-trail,,Great Smoky Mountains National Park - West NC,,4 miles,-417 ft,"1,436 ft",0
79,,thoreau-lake-trail,,San-Lee Park,,"4,058 ft",-102 ft,66 ft,0
80,,sweat-heifer-creek-trail,,,,4 miles,-208 ft,"2,450 ft",0
81,,shakori-trail,,Eno River State Park,,"5,118 ft",-227 ft,6 ft,0
82,,bearwallow-valley-trail,,Gorges State Park,,"3,323 ft",-39 ft,231 ft,0
83,,park-ridge-trail,,Appalachian Trail Corridor (NC),,604 ft,,,0
84,,falls-lake--barton-creek---7,,New Light Trails,,2 miles,-162 ft,155 ft,0
85,,fork-mountain--109,,Brevard,,7 miles,-359 ft,"2,951 ft",0
86,,foster-fields,,Pisgah,,1 mile,-83 ft,57 ft,0
87,,crockett-trail,,Greensboro,,1 mile,-11 ft,15 ft,0
88,,rm-collins-trail--upper-,,Hanging Rock State Park,,"3,284 ft",-232 ft,38 ft,0
89,,mount-hardy-trail,,Middle Prong Wilderness,,"2,956 ft",,317 ft,0
90,,foothills-trail--bad-creek--a7,,Gorges State Park,,8 miles,"-1,798 ft","1,476 ft",0
91,,ridge-trail,,Eno River State Park,,1 mile,-57 ft,270 ft,0
92,,spruce-fir-nature-trail,,Great Smoky Mountains National Park - East NC,,"1,409 ft",-36 ft,33 ft,0
93,,sawtooth-trail,,South Mountain State Park,,2 miles,-317 ft,570 ft,0
94,,mingus-creek-trail,,Great Smoky Mountains National Park - West NC,,6 miles,,"2,966 ft",0
95,,campsite-65-access,,Great Smoky Mountains National Park - East NC,,637 ft,,52 ft,0
96,,corridor-trail,,Pilot Mountain State Park,,6 miles,-696 ft,910 ft,0
97,,picnic-shelter-path,,Pilot Mountain State Park,,131 ft,,,0
98,,picnic-loop,,Latta Nature Preserve,,"1,594 ft",-26 ft,19 ft,0
99,,falls-lake--neuse-dam-,,Wake Forest,,"2,851 ft",-116 ft,11 ft,0
0,,rm-collins-trail--upper-,,Hanging Rock State Park,,"3,284 ft",-232 ft,38 ft,0
1,,falls-lake--neuse-dam-,,Wake Forest,,"2,851 ft",-116 ft,11 ft,0
2,,thoreau-lake-trail,,San-Lee Park,,"4,058 ft",-102 ft,66 ft,0
3,,spruce-fir-nature-trail,,Great Smoky Mountains National Park - East NC,,"1,409 ft",-36 ft,33 ft,0
4,,campsite-65-access,,Great Smoky Mountains National Park - East NC,,637 ft,,52 ft,0
5,,sawtooth-trail,,South Mountain State Park,,2 miles,-317 ft,570 ft,0
6,,palmer-creek-trail,,,,3 miles,-117 ft,"1,638 ft",0
7,,flat-rock-ridge-trail,,Doughton Recreation Area,,4 miles,-370 ft,"2,160 ft",0
8,,corridor-trail,,Pilot Mountain State Park,,6 miles,-696 ft,910 ft,0
9,,mingus-creek-trail,,Great Smoky Mountains National Park - West NC,,6 miles,,"2,966 ft",0
10,,picnic-loop,,Latta Nature Preserve,,"1,594 ft",-26 ft,19 ft,0
11,,picnic-shelter-path,,Pilot Mountain State Park,,131 ft,,,0
12,,picnic-connector-trail,,Gorges State Park,,"1,453 ft",-46 ft,11 ft,0
13,,red-trail,,Florence Nature Preserve,,2 miles,-633 ft,55 ft,0
14,,hughes-ridge-trail,,,,5 miles,-745 ft,"1,466 ft",0
15,,stoney-creek-bluff-trail,,Brumley Nature Preserve,,1 mile,-18 ft,53 ft,0
16,,fisher-pier,,McDowell Nature Preserve,,545 ft,,,0
17,,wadkins-road,,Moses H. Cone Memorial Park,,3 miles,-426 ft,40 ft,0
18,,may-view-road,,Moses H. Cone Memorial Park,,"4,390 ft",-108 ft,52 ft,0
19,,oxxford-hunt-greenway,,Cary,,"4,557 ft",,43 ft,0
20,,treasure-tree,,Latta Nature Preserve,,"1,896 ft",-31 ft,17 ft,0
21,,mountain-to-sea-trail--nc-segment-12,,Wilson Creek,,3 miles,-59 ft,"1,356 ft",0
22,,timber-ridge,,Lost Cove Wilderness Study Area,,2 miles,"-1,119 ft",18 ft,0
23,,a-t--side-trails--lower-ridge-trail,,Appalachian Trail Corridor (NC),,4 miles,"-2,101 ft",68 ft,0
24,,cedar-ridge-trail,,Doughton Recreation Area,,4 miles,"-2,096 ft",47 ft,0
25,,grassy-ridge,,Pilot Mountain State Park,,1 mile,-187 ft,208 ft,0
26,,tory-s-den--cave-,,Hanging Rock State Park,,215 ft,-73 ft,,0
27,,bradley-fork-trail,,Great Smoky Mountains National Park - East NC,,433 ft,,,0
28,,mountain-to-sea-trail--nc-segment-10-440g,,Linville Gorge Wilderness Area,,"3,248 ft",-475 ft,,0
29,,tunnel-bypass-trail-nc,,Great Smoky Mountains National Park - West NC,,2 miles,-173 ft,240 ft,0
30,,white-oak-branch-trail,,Great Smoky Mountains National Park - West NC,,2 miles,-229 ft,278 ft,0
31,,appalachian-trail---brown-fork-gap,,Appalachian Trail Corridor (NC),,8 miles,"-1,737 ft","1,574 ft",0
32,,stone-pile-gap-trail,,Great Smoky Mountains National Park - West NC,,"4,426 ft",-454 ft,7 ft,0
33,,eagle-rock,,Kanuga Conference & Retreat,,"1,975 ft",-117 ft,5 ft,0
34,,unknown-trail,,Lost Cove Wilderness Study Area,,"2,966 ft",-653 ft,,0
35,,salamander,,Stephens Road Nature Preserve,,"3,688 ft",-53 ft,92 ft,0
36,,townsend-trail,,Greensboro,,3 miles,-73 ft,143 ft,0
37,,keyauwee-loop-trail,,Cascades Preserve,,"2,100 ft",-65 ft,27 ft,0
38,,falls-lake--shinleaf---8,,New Light Trails,,3 miles,-257 ft,267 ft,0
39,,chimbric-ridge-trail,,Linville Gorge Wilderness Area,,1 mile,"-1,479 ft",65 ft,0
40,,appalachian-trail--copper-ridge-bald-whiteblazes,,Appalachian Trail Corridor (NC),,5 miles,"-1,435 ft","1,096 ft",0
41,,chestnut-oak-trail,,Occoneechee Mountain State Natural Area,,"4,124 ft",-40 ft,131 ft,0
42,,falls-lake--little-lick-creek---15,,Beaver Dam State Recreation Area,,4 miles,-221 ft,231 ft,0
43,,swallow-fork-trail,,,,4 miles,-117 ft,"2,321 ft",0
44,,green-mountain--113,,Middle Prong Wilderness,,5 miles,"-3,211 ft",587 ft,0
45,,buckeye-loop,,Stephens Road Nature Preserve,,2 miles,-127 ft,120 ft,0
46,,grindstone-trail,,Rocky Face Mountain Recreational Area,,"4,610 ft",-43 ft,304 ft,0
47,,holden-s-mill-extension,,Eno River State Park,,"1,535 ft",-9 ft,31 ft,0
48,,widow-s-creek-trail,,Stone Mountain State Park,,2 miles,-42 ft,753 ft,0
49,,falls-lake--rolling-view-to-little-lick-creek-,,Beaver Dam State Recreation Area,,4 miles,-234 ft,167 ft,0
50,,a-t--side-trails--clingmans-dome-connector-side-trail,,Appalachian Trail Corridor (TN),,121 ft,,10 ft,0
51,,gold-loop,,Hillsborough,,"1,490 ft",-3 ft,4 ft,0
52,,haw-river-trail,,Burlington,,"2,753 ft",-29 ft,25 ft,0
53,,a-t--side-trails--wesser-bald-observation-tower-side-trail,,Appalachian Trail Corridor (NC),,125 ft,,6 ft,0
54,,trib,,Stephens Road Nature Preserve,,"3,074 ft",-4 ft,76 ft,0
55,,audubon,,Latta Nature Preserve,,"3,396 ft",-34 ft,15 ft,0
56,,falls-lake--rambling-to-rolling-view---13,,New Light Trails,,3 miles,-168 ft,242 ft,0
57,,appalachian-trail---clingmans-dome-whiteblazes,,Appalachian Trail Corridor (TN),,6 miles,"-2,050 ft",847 ft,0
58,,falls-lake--blue-jay-point---6,,New Light Trails,,3 miles,-195 ft,191 ft,0
59,,mount-sterling-trail,,,,2 miles,,"1,748 ft",0
60,,red-fox-run-interpretive,,Harris Lake County Park,,476 ft,-6 ft,,0
61,,a-t--side-trails--rocky-bald-vista-side-trail,,Appalachian Trail Corridor (NC),,492 ft,,95 ft,0
62,,bean-shoals-canal-trail,,Pilot Mountain State Park Yadkin River Section,,"3,244 ft",-30 ft,90 ft,0
63,,blackjack-ridge-trail,,Stone Mountain State Park,,2 miles,-189 ft,326 ft,0
64,,south-river-loop--200,,Mount Mitchell State Park,,"5,085 ft",-57 ft,170 ft,0
65,,eno-quarry,,Eno River State Park,,"1,302 ft",-20 ft,11 ft,0
66,,falls-lake--boyce-to-nc98---12,,New Light Trails,,1 mile,-42 ft,84 ft,0
67,,robin-s-trail,,Johnston Mill Nature Preserve,,1 mile,-27 ft,49 ft,0
68,,north-harper-creek--266,,Harper Creek Wilderness Study Area,,4 miles,"-1,362 ft",9 ft,0
69,,woody-ridge--177,,Mount Mitchell State Park,,2 miles,"-2,941 ft",,0
70,,raven-rock-trail,,South Mountain State Park,,2 miles,-754 ft,338 ft,0
71,,wolf-ridge-trail,,Great Smoky Mountains National Park - West NC,,6 miles,-77 ft,"3,232 ft",0
72,,a-t--side-trails--birch-spring-gap-campsite-side-trail,,Appalachian Trail Corridor (TN),,541 ft,-64 ft,,0
73,,bluff-mountain-trail---east,,Doughton Recreation Area,,1 mile,-176 ft,53 ft,0
74,,bog-garden-trail,,Greensboro,,"1,936 ft",-6 ft,5 ft,0
75,,old-field-bluff-trail,,Johnston Mill Nature Preserve,,2 miles,-129 ft,106 ft,0
76,,hilliard-falls,,Gorges State Park,,682 ft,,48 ft,0
77,,falls-lake--redwood-campsite---17,,Beaver Dam State Recreation Area,,1 mile,-37 ft,42 ft,0
78,,asutsi-trail,,Grandfather Mountain State Park,,"2,093 ft",-82 ft,46 ft,0
79,,middle-falls-lower-falls-trail,,Stone Mountain State Park,,"2,887 ft",-27 ft,149 ft,0
80,,south-river-loop--200,,Mount Mitchell State Park,,2 miles,-243 ft,387 ft,0
81,,black-bottom-road,,Moses H. Cone Memorial Park,,"4,154 ft",-162 ft,5 ft,0
82,,campground,,Mount Mitchell State Park,,"2,149 ft",-2 ft,154 ft,0
83,,canebrake-trail,,Gorges State Park,,4 miles,-251 ft,"1,397 ft",0
84,,falls-lake--shinleaf-to-nc50--9-10,,New Light Trails,,3 miles,-237 ft,250 ft,0
85,,flat-tail-trail,,Brumley Nature Preserve,,"1,286 ft",,5 ft,0
86,,beech-trail,,Johnston Mill Nature Preserve,,"3,064 ft",-70 ft,55 ft,0
87,,falls-lake--flipped-car---4,,New Light Trails,,3 miles,-236 ft,205 ft,0
88,,turkey-ridge-trail,,South Mountain State Park,,2 miles,-26 ft,511 ft,0
89,,sauratown-trail---section-11,,Pilot Mountain,,2 miles,-171 ft,109 ft,0
90,,appalachian-national-scenic-trail-whiteblazes,,Appalachian Trail Corridor (NC),,115 ft,,,0
91,,three-bears-gully-trail,,Pilot Mountain State Park,,394 ft,,109 ft,0
92,,sauratown-trail---section-14,,Pilot Mountain,,"4,370 ft",-100 ft,69 ft,0
93,,greasy-cove-trail--362,,Shining Rock Wilderness,,3 miles,"-1,927 ft",49 ft,0
94,,sandy-point,,New Light Trails,,397 ft,-17 ft,,0
95,,falls-lake--hickory-hill-boat-ramp---18,,Durham,,"2,549 ft",-3 ft,22 ft,0
96,,lake-trail,,Crowders Mountain State Park,,"3,599 ft",-6 ft,5 ft,0
97,,jonas-ridge-trail,,Linville Gorge Wilderness Area,,2 miles,-449 ft,812 ft,0
98,,campsite-67-access,,Great Smoky Mountains National Park - West NC,,988 ft,,21 ft,0
99,,cypress-tree-trail,,Harris Lake County Park,,"1,175 ft",-5 ft,3 ft,0
0,,jonas-ridge-trail,,Linville Gorge Wilderness Area,,2 miles,-449 ft,812 ft,0
1,,lake-trail,,Crowders Mountain State Park,,"3,599 ft",-6 ft,5 ft,0
2,,campsite-67-access,,Great Smoky Mountains National Park - West NC,,988 ft,,21 ft,0
3,,leopold-trail,,San-Lee Park,,"2,740 ft",-32 ft,37 ft,0
4,,cypress-tree-trail,,Harris Lake County Park,,"1,175 ft",-5 ft,3 ft,0
5,,deep-creek-horse-trail,,Great Smoky Mountains National Park - West NC,,2 miles,-302 ft,384 ft,0
6,,carriage-barn-trail,,Moses H. Cone Memorial Park,,322 ft,-2 ft,5 ft,0
7,,audubon-connector,,Latta Nature Preserve,,778 ft,,5 ft,0
8,,appalachian-trail---mollies-ridge,,Appalachian Trail Corridor (TN),,6 miles,"-1,437 ft","1,299 ft",0
9,,cattail,,Latta Nature Preserve,,"3,796 ft",-18 ft,5 ft,0
10,,cole-mill,,Eno River State Park,,1 mile,-70 ft,80 ft,0
11,,falls-lake--redwood-road---20,,Durham,,1 mile,-46 ft,21 ft,0
12,,pinch-in-trail,,Linville Gorge Wilderness Area,,1 mile,,"1,675 ft",0
13,,chestnut-oak-nature-trail,,Hanging Rock State Park,,830 ft,-87 ft,2 ft,0
14,,appalachian-trail---wayah-bald-whiteblazes,,Appalachian Trail Corridor (NC),,9 miles,"-1,909 ft","1,971 ft",0
15,,sauratown-trail---section-10,,Pilot Mountain,,1 mile,-320 ft,110 ft,0
16,,sassafras-trail,,Pilot Mountain State Park,,846 ft,-117 ft,,0
17,,two-forks-trail,,Confluence Natural Area,,2 miles,-80 ft,54 ft,0
18,,a-train-trail,,Brumley Nature Preserve,,"1,516 ft",-9 ft,3 ft,0
19,,joyce-kilmer-memorial-loop-trail---lower-tr43,,Joyce Kilmer/Slickrock Wilderness,,"4,882 ft",-207 ft,260 ft,0
20,,upper-ccc-trail,,South Mountain State Park,,2 miles,-2 ft,260 ft,0
21,,bluff-mountain-trail---north-east,,Doughton Recreation Area,,1 mile,-244 ft,175 ft,0
22,,sycamore-trail,,William B. Umstead State Park,,2 miles,-188 ft,161 ft,0
23,,holden-s-mill,,Eno River State Park,,2 miles,-240 ft,239 ft,0
24,,foothills-trail--grassy-knob--a9,,Gorges State Park,,4 miles,-922 ft,852 ft,0
25,,blue-dot-trail,,Morganton,,2 miles,-293 ft,498 ft,0
26,,falls-lake--i-85---19,,Durham,,1 mile,-40 ft,38 ft,0
27,,sauratown-trail---section-7,,Danbury,,1 mile,-264 ft,38 ft,0
28,,shady-hollow-trail,,McDowell Nature Preserve,,"2,831 ft",-86 ft,112 ft,0
29,,low-gap-trail-east,,,,2 miles,"-1,425 ft",190 ft,0
30,,bear-pen-gap,,Caney Fork,,"3,182 ft",,215 ft,0
31,,brown-elfin-knob-trail,,Occoneechee Mountain State Natural Area,,"1,076 ft",-13 ft,60 ft,0
32,,rascal-trail,,Rocky Face Mountain Recreational Area,,394 ft,,3 ft,0
33,,mill-s-creek-loop,,Lake James State Park,,3 miles,-223 ft,216 ft,0
34,,appalachian-trail---derrick-knob-whiteblazes,,Appalachian Trail Corridor (TN),,9 miles,"-2,046 ft","2,484 ft",0
35,,foothills-trail--upper-whitewater-falls--a7,,Gorges State Park,,6 miles,"-1,567 ft",887 ft,0
36,,memminger-trail-loop,,Carl Sandburg Home National Historic Site,,"5,164 ft",-116 ft,125 ft,0
37,,quarry-spur-trail,,Occoneechee Mountain State Natural Area,,308 ft,,24 ft,0
38,,riverview,,Stephens Road Nature Preserve,,"3,077 ft",-47 ft,38 ft,0
39,,yadkin-islands-trail,,Pilot Mountain State Park Yadkin River Section,,1 mile,-155 ft,125 ft,0
40,,waterfront,,Renaissance Park,,"2,110 ft",-55 ft,53 ft,0
41,,stephens,,Stephens Road Nature Preserve,,"2,910 ft",-20 ft,38 ft,0
42,,sauratown-trail---section-5,,Danbury,,"1,125 ft",-42 ft,,0
43,,mountain-trail,,Pilot Mountain State Park,,"2,684 ft",-3 ft,123 ft,0
44,,falling-waters-trail,,Cascades Preserve,,"2,333 ft",-57 ft,37 ft,0
45,,split-rock,,Latta Nature Preserve,,"2,864 ft",-36 ft,14 ft,0
46,,brinegar-cabin-path,,Doughton Recreation Area,,620 ft,-52 ft,,0
47,,falls-lake--falls-lake-dam---1,,Wake Forest,,3 miles,-196 ft,184 ft,0
48,,sauratown-trail---section-12,,Pilot Mountain,,"1,437 ft",,66 ft,0
49,,horne-creek-trail,,Pilot Mountain State Park Yadkin River Section,,2 miles,-80 ft,113 ft,0
50,,copperhead-island-loop,,Renaissance Park,,"3,842 ft",-67 ft,67 ft,0
51,,mountain-to-sea-trail--nc-segment-27,,Cascades Preserve,,"1,923 ft",,66 ft,0
52,,wilderness-house-loop,,Eno River State Park,,709 ft,-18 ft,,0
53,,cabe-lands,,Eno River State Park,,"2,497 ft",-57 ft,36 ft,0
54,,beacon-heights-trail-ne,,Grandfather Mountain State Park,,338 ft,,24 ft,0
55,,rock-jock-trail,,Linville Gorge Wilderness Area,,4 miles,-748 ft,"1,136 ft",0
56,,falls-lake--fish-dam---16,,Beaver Dam State Recreation Area,,"4,587 ft",-28 ft,31 ft,0
57,,smokemont-loop-trail,,,,4 miles,"-1,291 ft","1,535 ft",0
58,,ridgeline-trail,,Crowders Mountain State Park,,6 miles,"-1,212 ft",733 ft,0
59,,beacon-heights-trail-sw,,Grandfather Mountain State Park,,128 ft,,,0
60,,colbert-ridge--178,,Mount Mitchell State Park,,4 miles,"-2,982 ft",8 ft,0
61,,higgans-bald-190a,,Mount Mitchell State Park,,1 mile,-587 ft,13 ft,0
62,,spruce-fir-nature-trail-access,,Great Smoky Mountains National Park - East NC,,293 ft,-3 ft,5 ft,0
63,,chestnut-trail,,McDowell Nature Preserve,,"1,821 ft",-3 ft,43 ft,0
64,,mingus-mill-trail,,Great Smoky Mountains National Park - West NC,,"1,086 ft",-6 ft,24 ft,0
65,,bloff-mountain-trail---north-west,,Doughton Recreation Area,,1 mile,-178 ft,184 ft,0
66,,cedar-rock-trail,,Stone Mountain State Park,,"2,316 ft",-53 ft,183 ft,0
67,,appalachian-trail---sasafras-gap-whiteblazes,,Appalachian Trail Corridor (NC),,13 miles,"-3,060 ft","4,466 ft",0
68,,bradley-fork-trail--bmt-,,Great Smoky Mountains National Park - East NC,,1 mile,-10 ft,83 ft,0
69,,blue-spur,,New Hope Overlook,,276 ft,-13 ft,,0
70,,appalachian-trail---winding-gap,,Appalachian Trail Corridor (NC),,3 miles,-674 ft,621 ft,0
71,,haywood-gap--142,,Middle Prong Wilderness,,4 miles,"-1,614 ft",47 ft,0
72,,douglas-falls-trail--162,,Big Ivy (Coleman Boundary),,2 miles,"-1,076 ft",40 ft,0
73,,shut-in-trail--345,,Bent Creek Experimental Forest,,16 miles,"-5,015 ft","2,020 ft",0
74,,grassy-branch-trail,,,,3 miles,-137 ft,"1,851 ft",0
75,,shinny-trail,,South Mountain State Park,,2 miles,-63 ft,789 ft,0
76,,great-blue-heron-loop-trail,,Haw River State Park,,3 miles,-167 ft,176 ft,0
77,,connector,,McDowell Nature Preserve,,272 ft,,10 ft,0
78,,twentymile-trail,,Great Smoky Mountains National Park - West NC,,5 miles,,"2,311 ft",0
79,,wolf-rock-trail,,Stone Mountain State Park,,285 ft,-8 ft,,0
80,,gold-loop,,Hillsborough,,768 ft,-5 ft,,0
81,,jacob-branch-trail,,South Mountain State Park,,"5,197 ft",-415 ft,97 ft,0
82,,chinquapin-tr3,,Franklin,,2 miles,-7 ft,717 ft,0
83,,trout-lake-road,,Moses H. Cone Memorial Park,,2 miles,-278 ft,91 ft,0
84,,dairy-farm-trail,,Brumley Nature Preserve,,"2,031 ft",-5 ft,21 ft,0
85,,blue-route,,New Hope Overlook,,3 miles,-255 ft,304 ft,0
86,,round-bottom-campground,,,,668 ft,-3 ft,14 ft,0
87,,wolf-rock-trail,,Stone Mountain State Park,,1 mile,-384 ft,91 ft,0
88,,rock-climbers-access,,Hanging Rock State Park,,"1,155 ft",,140 ft,0
89,,forest-festival-trail,,Pisgah Ranger District,,"5,226 ft",-45 ft,58 ft,0
90,,grassy-ridge-trail,,Pilot Mountain State Park,,"1,719 ft",,97 ft,0
91,,raymond-fisher-trail,,Gorges State Park,,"2,339 ft",-115 ft,16 ft,0
92,,bluebird-trail,,Johnston Mill Nature Preserve,,"1,463 ft",,20 ft,0
93,,kephart-prong-trail,,Great Smoky Mountains National Park - East NC,,2 miles,,836 ft,0
94,,tomkins-knob-trail,,Stony Fork,,"3,317 ft",-98 ft,14 ft,0
95,,green-knob--182,,Mount Mitchell State Park,,3 miles,-456 ft,"1,973 ft",0
96,,hollow-rock-trail,,Rocky Face Mountain Recreational Area,,2 miles,-123 ft,503 ft,0
97,,greasy-cove-connector,,Shining Rock Wilderness,,"2,103 ft",-3 ft,51 ft,0
98,,foothills-trail--laurel-valley--a4,,Gorges State Park,,3 miles,-825 ft,308 ft,0
99,,stairway-falls,,Gorges State Park,,"1,056 ft",-113 ft,,0
0,,homestead-trail,,Lake James State Park,,"3,333 ft",,142 ft,0
1,,rifle-camp-trail,,Rocky Face Mountain Recreational Area,,"5,249 ft",-19 ft,239 ft,0
2,,mountain-to-sea-trail--nc-segment-25,,Carter Falls Trail System,,"4,751 ft",-36 ft,6 ft,0
3,,walking-track,,Rocky Face Mountain Recreational Area,,"2,067 ft",-13 ft,13 ft,0
4,,falling-waters-trail,,Cascades Preserve,,"2,477 ft",-52 ft,83 ft,0
5,,cascades-trail,,Stony Fork,,"3,806 ft",-87 ft,81 ft,0
6,,richland-balsam-nature-loop-trail,,Middle Prong Wilderness,,1 mile,-313 ft,406 ft,0
7,,mountain-to-sea-trail--nc-segment-14,,Julian Price Memorial Park,,1 mile,-45 ft,718 ft,0
8,,bill-craft-trail,,Greensboro,,3 miles,-156 ft,211 ft,0
9,,raymond-fisher-trail,,Gorges State Park,,"2,339 ft",-115 ft,16 ft,0
10,,bluebird-trail,,Johnston Mill Nature Preserve,,"1,463 ft",,20 ft,0
11,,kephart-prong-trail,,Great Smoky Mountains National Park - East NC,,2 miles,,836 ft,0
12,,joyce-kilmer-memorial-loop-trail---upper-tr43,,Joyce Kilmer/Slickrock Wilderness,,"3,819 ft",-115 ft,109 ft,0
13,,mill-s-creek--beach-,,Lake James State Park,,"2,694 ft",-15 ft,7 ft,0
14,,little-river-trail,,South Mountain State Park,,2 miles,-131 ft,598 ft,0
15,,falls-lake--six-forks-bayleaf-connector---5,,New Light Trails,,1 mile,-106 ft,114 ft,0
16,,falls-lake--raven-ridge-ramble---2,,Wake Forest,,2 miles,-123 ft,137 ft,0
17,,powerhouse-trail,,Carter Falls Trail System,,"2,359 ft",-60 ft,146 ft,0
18,,cascades-trail,,Stony Fork,,367 ft,-71 ft,,0
19,,pinnacle-trail,,Curtis Creek,,"4,757 ft",-465 ft,450 ft,0
20,,ruben-mountain-trail,,Hanging Rock State Park,,3 miles,-279 ft,476 ft,0
21,,fishing-trail,,Hanging Rock State Park,,"2,228 ft",-75 ft,82 ft,0
22,,north-harper-shortcut-266a,,Harper Creek Wilderness Study Area,,1 mile,-14 ft,343 ft,0
23,,mountain-to-sea-trail--nc-segment-21,,Carter Falls Trail System,,322 ft,,25 ft,0
24,,falls-lake--nc50-to-boyce---11,,New Light Trails,,5 miles,-388 ft,434 ft,0
25,,cedar-ridge-trail,,McDowell Nature Preserve,,"2,234 ft",-51 ft,69 ft,0
26,,south-garner-greenway,,Triangle,,"2,552 ft",-34 ft,,0
27,,appalachian-trail---moore-creek-whiteblazes,,Appalachian Trail Corridor (NC),,6 miles,-992 ft,"1,465 ft",0
28,,mason-hill-trail,,Lake Michael,,"1,319 ft",-21 ft,5 ft,0
29,,a-t--side-trails--albert-mtn-bypass-side-trail,,Appalachian Trail Corridor (NC),,"1,572 ft",-37 ft,,0
30,,buckeye-gap--126,,Middle Prong Wilderness,,3 miles,-16 ft,"1,478 ft",0
31,,steels-creek-trail--237,,Wilson Creek,,3 miles,-67 ft,"1,217 ft",0
32,,buckquarter-creek--east-,,Eno River State Park,,"3,658 ft",-91 ft,98 ft,0
33,,unknown-trail,,Lost Cove Wilderness Study Area,,2 miles,-615 ft,,0
34,,sauratown-trail--1,,Hanging Rock State Park,,"1,289 ft",-131 ft,4 ft,0
35,,nuwati,,Grandfather Mountain State Park,,1 mile,-380 ft,8 ft,0
36,,mountain-to-sea-trail--nc-segment-28,,Kernersville,,1 mile,-11 ft,2 ft,0
37,,bobbitt-hole-loop,,Eno River State Park,,1 mile,-116 ft,45 ft,0
38,,cove-trail,,McDowell Nature Preserve,,"3,360 ft",-95 ft,10 ft,0
39,,possum-trail,,South Mountain State Park,,1 mile,-33 ft,605 ft,0
40,,goldmine-loop-trail,,Great Smoky Mountains National Park - West NC,,2 miles,-384 ft,507 ft,0
41,,big-butt-trail,,Big Ivy (Coleman Boundary),,6 miles,"-2,246 ft","1,209 ft",0
42,,osprey-trail,,Greensboro,,2 miles,-32 ft,33 ft,0
43,,black-mountain-crest--179,,Mount Mitchell State Park,,11 miles,"-1,601 ft","4,979 ft",0
44,,noland-creek-access-trail,,Great Smoky Mountains National Park - West NC,,577 ft,-60 ft,,0
45,,saddleback-trail,,South Mountain State Park,,3 miles,"-1,030 ft",23 ft,0
46,,mountain-to-sea-trail--nc-segment-22,,Carter Falls Trail System,,312 ft,,2 ft,0
47,,douglas-falls-trail,,Big Ivy (Coleman Boundary),,"2,887 ft",-161 ft,,0
48,,crockett-connector,,Greensboro,,577 ft,-22 ft,,0
49,,big-tom-gap-191a,,Mount Mitchell State Park,,"1,847 ft",,484 ft,0
50,,wolf-pit,,Pisgah,,1 mile,,787 ft,0
51,,spencer-ridge-trail,,Linville Gorge Wilderness Area,,1 mile,,845 ft,0
52,,chestnut-branch-trail,,,,2 miles,-50 ft,"1,301 ft",0
53,,big-creek-trail,,,,3 miles,-82 ft,729 ft,0
54,,appalachian-trail---a-rufus-morgan-whiteblazes,,Appalachian Trail Corridor (NC),,8 miles,"-3,149 ft","1,016 ft",0
55,,mountain-to-sea-trail--nc-segment-13,,Julian Price Memorial Park,,"2,349 ft",-11 ft,162 ft,0
56,,cedar-grove-trail,,Brumley Nature Preserve,,"2,648 ft",-9 ft,13 ft,0
57,,black-rock,,Grandfather Mountain State Park,,"4,432 ft",-202 ft,18 ft,0
58,,pine-ridge,,Harper Creek Wilderness Study Area,,2 miles,"-1,259 ft",163 ft,0
59,,big-lost-cove-cliffs-trail,,Lost Cove Wilderness Study Area,,3 miles,-443 ft,672 ft,0
60,,laura-s,,Latta Nature Preserve,,"1,457 ft",,9 ft,0
61,,cemetery-connector,,Brumley Nature Preserve,,915 ft,-29 ft,,0
62,,riverbluffs-trail,,Hanging Rock State Park,,1 mile,-63 ft,63 ft,0
63,,buzzard-loop,,Rocky Face Mountain Recreational Area,,"1,854 ft",-38 ft,151 ft,0
64,,lake-benson-loop,,Triangle,,1 mile,-36 ft,34 ft,0
65,,baxter-creek-trail--bmt-,,,,6 miles,-17 ft,"4,092 ft",0
66,,north-face--132,,Pisgah Ranger District,,"3,947 ft",-105 ft,253 ft,0
67,,kingfisher-trail,,McDowell Nature Preserve,,"2,513 ft",-15 ft,110 ft,0
68,,speedway-connector,,Hillsborough,,108 ft,,,0
69,,little-east-fork--107,,Shining Rock Wilderness,,5 miles,"-2,307 ft",,0
70,,carter-falls-trail,,Carter Falls Trail System,,"1,985 ft",-133 ft,13 ft,0
71,,kingfisher-trail,,McDowell Nature Preserve,,"1,837 ft",-4 ft,22 ft,0
